ITINERARY_ID,SEQ,TITLE,CONTENT
307643,1,Ship Name,Marella Discovery
307643,2,Cruise Name,Baltic Explorer
307643,7,Key Features - Itinerary,<ul><li>Tallinn&#8217;s Medieval turrets</li><li>St Petersburg&#8217;s domed cathedrals</li><li>The Little Mermaid in Copenhagen</li></ul>
307643,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
307649,1,Ship Name,Marella Discovery
307649,2,Cruise Name,Fantastic Fjords
307649,7,Key Features - Itinerary,<ul><li>Flam&#8217;s famous railway</li><li>Hike to Pulpit Rock</li><li>Striking mountain scenery</li></ul>
307649,100,Cru_New,-
301021,1,Ship Name,Marella Discovery
301021,2,Cruise Name,Tropical Delights
301025,1,Ship Name,Marella Discovery
301025,2,Cruise Name,Tropical Delights
307655,1,Ship Name,Marella Discovery
307655,2,Cruise Name,Baltic Treasures
307655,7,Key Features - Itinerary,<ul><li>Sophisticated Oslo</li><li>St Petersburg&#8217;s museums</li><li>Helsinki&#8217;s architecture</li></ul>
307655,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
307655,100,Cru_New,-
301029,1,Ship Name,Marella Discovery
301029,2,Cruise Name,Tropical Delights
301033,1,Ship Name,Marella Discovery
301033,2,Cruise Name,Tropical Delights
307661,1,Ship Name,Marella Discovery
307661,2,Cruise Name,European Experience
307661,7,Key Features - Itinerary,<ul><li>The Bayeux Tapestry</li><li>Amsterdam&#8217;s criss-cross canals</li><li>Maritime history in Bremerhaven</li></ul>
307661,100,Cru_New,-
307661,100,Brochure production comment,S18 brochures - please add in an overnight stay plug.
307667,1,Ship Name,Marella Discovery
307667,2,Cruise Name,Seeking the Northern Lights
307667,7,Key Features - Itinerary,<ul><li>Empty beaches in Leknes</li><li>Tromso&#8217;s iceberg-like cathedral</li><li>Snow-topped peaks in Molde</li></ul>
307667,100,Please Note,*Tender to shore
307667,100,Cru_New,-
307671,1,Ship Name,Marella Discovery
307671,2,Cruise Name,Hidden Treasures of Europe
307671,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
301037,1,Ship Name,Marella Discovery
301037,2,Cruise Name,Paradise Islands
301037,7,Key Features - Itinerary,<ul><li>Panoramic St Kitts</li><li>Blonde beaches in Barbados</li><li>Snorkelling in Antigua</li></ul>
301037,100,Please Note,*Tender to shore
301041,1,Ship Name,Marella Discovery
301041,2,Cruise Name,Paradise Islands
301041,7,Key Features - Itinerary,<ul><li>Panoramic St Kitts</li><li>Blonde beaches in Barbados</li><li>Snorkelling in Antigua</li></ul>
301041,100,Please Note,*Tender to shore
299559,1,Ship Name,Marella Discovery
299559,2,Cruise Name,Tropical Delights
299559,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
299559,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
299559,100,Combine with,Paradise Islands
299559,100,Add stay,7-night stay in Barbados
299559,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
299565,1,Ship Name,Marella Discovery
299565,2,Cruise Name,Tropical Delights
299565,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
299565,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
299565,100,Combine with,Paradise Islands
299565,100,Add stay,7-night stay in Barbados
299565,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
299569,1,Ship Name,Marella Discovery
299569,2,Cruise Name,Paradise Islands
299569,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
299569,100,Combine with,Tropical Delights or Seven Isles
299569,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
299569,100,Add stay,7-night stay in Barbados
299569,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
299575,1,Ship Name,Marella Discovery
299575,2,Cruise Name,Paradise Islands
299575,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
299575,100,Combine with,Tropical Delights or Seven Isles
299575,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
299575,100,Add stay,7-night stay in Barbados
299575,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
299579,1,Ship Name,Marella Discovery
299579,2,Cruise Name,Seven Isles
299579,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
299579,100,Combine with,Paradise Islands
299579,100,Add stay,7-night stay in Barbados
299579,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
299585,1,Ship Name,Marella Discovery
299585,2,Cruise Name,Seven Isles
299585,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
299585,100,Combine with,Paradise Islands
299585,100,Add stay,7-night stay in Barbados
299585,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
307677,1,Ship Name,Marella Discovery
307677,2,Cruise Name,Hidden Treasures of Europe
307677,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
307677,100,Please Note,Just so you know you can also disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details. <table class=epicTable border=0> <tr> <td></td> </tr> </table>
301049,1,Ship Name,Marella Discovery
301049,2,Cruise Name,Paradise Islands
301049,7,Key Features - Itinerary,<ul><li>Dolphins in the British Virgin Islands</li><li>Butterfly Farms in St Maarten</li><li>Watersports in Antigua</li></ul>
301049,100,Please Note,*Tender to shore
301053,1,Ship Name,Marella Discovery
301053,2,Cruise Name,Paradise Islands
301053,7,Key Features - Itinerary,<ul><li>Dolphins in the British Virgin Islands</li><li>Butterfly Farms in St Maarten</li><li>Watersports in Antigua</li></ul>
301053,100,Please Note,*Tender to shore
335949,1,Ship Name,Marella Discovery
335949,2,Cruise Name,Eastern Sunsets 2
335949,4,Adults Only,Please see A-Z Guide.
335949,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
335949,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
335949,100,Brochure production comment,Please add overnight stay plug for W18 brochures
335949,100,Cru_New,-
335951,1,Ship Name,Marella Discovery
335951,2,Cruise Name,Eastern Sunsets 1
335951,4,Adults Only,Please see A-Z Guide.
335951,7,Key Features - Itinerary,<ul><li>Langkawi&#8217;s pristine shoreline</li><li>Tuk-tuk rides in Colombo</li><li>Kerala&#8217;s backwaters</li></ul>
335951,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
335951,100,Brochure production comment,Please add overnight stay plug for W18 brochures
335951,100,Cru_New,-
335953,1,Ship Name,Marella Discovery
335953,2,Cruise Name,Secrets of Asia 2
335953,4,Adults Only,Please see A-Z Guide.
335953,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
335953,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
335953,100,Brochure production comment,Please add overnight stay plug for W18 brochures
335953,100,Cru_New,-
335947,1,Ship Name,Marella Discovery
335947,2,Cruise Name,Journey to Arabia 1
335947,4,Adults Only,Please see A-Z Guide.
335947,7,Key Features - Itinerary,<ul><li>The Hanging Gardens of Mumbai</li><li>Dubai Mall</li><li>Ferrari World in Abu Dhabi</li></ul>
335947,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
335947,100,Brochure production comment,Please add overnight stay plug for W18 brochures
335947,100,Cru_New,-
337923,1,Ship Name,Marella Discovery
337923,2,Cruise Name,Colours of the Far East 2
337923,4,Adults Only,Please see A-Z Guide.
337923,7,Key Features - Itinerary,<ul><li>Idyllic Langkawi</li><li>Ho Chi Minh City&#8217;s sky bars</li><li>Singapore Zoo</li></ul>
337923,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
337923,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337923,100,Cru_New,-
337925,1,Ship Name,Marella Discovery
337925,2,Cruise Name,Colours of the Far East 1
337925,4,Adults Only,Please see A-Z Guide.
337925,7,Key Features - Itinerary,<ul><li>Idyllic Langkawi</li><li>Ho Chi Minh City&#8217;s sky bars</li><li>Singapore Zoo</li></ul>
337925,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
337925,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337925,100,Cru_New,-
337927,1,Ship Name,Marella Discovery
337927,2,Cruise Name,Enchanting Far East 2
337927,4,Adults Only,Please see A-Z Guide.
337927,7,Key Features - Itinerary,<ul><li>The Petronas Towers</li><li>Bangkok&#8217;s floating markets</li><li>Pearly sands in Sihanoukville</li></ul>
337927,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
337927,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337927,100,Cru_New,-
337929,1,Ship Name,Marella Discovery
337929,2,Cruise Name,Enchanting Far East 1
337929,4,Adults Only,Please see A-Z Guide.
337929,7,Key Features - Itinerary,<ul><li>The Petronas Towers</li><li>Bangkok&#8217;s floating markets</li><li>Pearly sands in Sihanoukville</li></ul>
337929,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
337929,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337929,100,Cru_New,-
337931,1,Ship Name,Marella Discovery
337931,2,Cruise Name,Wonders of Asia 2
337931,4,Adults Only,Please see A-Z Guide.
337931,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
337931,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
337931,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337931,100,Cru_New,-
337933,1,Ship Name,Marella Discovery
337933,2,Cruise Name,Wonders of Asia 1
337933,4,Adults Only,Please see A-Z Guide.
337933,7,Key Features - Itinerary,<ul><li>Street food in Penang</li><li>Koh Samui&#8217;s talc-like beaches</li><li>Singapore&#8217;s supertrees</li></ul>
337933,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
337933,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337933,100,Cru_New,-
337935,1,Ship Name,Marella Discovery
337935,2,Cruise Name,Eastern Sunrise 2
337935,4,Adults Only,Please see A-Z Guide.
337935,7,Key Features - Itinerary,<ul><li>Goa&#8217;s golden beaches</li><li>Buddhist temples in Colombo</li><li>Phuket&#8217;s world-renowned diving</li></ul>
337935,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
337935,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337935,100,Cru_New,-
337937,1,Ship Name,Marella Discovery
337937,2,Cruise Name,Eastern Sunrise 1
337937,4,Adults Only,Please see A-Z Guide.
337937,7,Key Features - Itinerary,<ul><li>Goa&#8217;s golden beaches</li><li>Buddhist temples in Colombo</li><li>Phuket&#8217;s world-renowned diving</li></ul>
337937,100,Please Note,*Tender to shore<br /><br />Flights for this itinerary are from Gatwick or Birmingham Airport.
337937,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337937,100,Cru_New,-
337939,1,Ship Name,Marella Discovery
337939,2,Cruise Name,Adventure to India 2
337939,4,Adults Only,Please see A-Z Guide.
337939,7,Key Features - Itinerary,<ul><li>The Burj Khalifa</li><li>Mumbai&#8217;s busy bazaars</li><li>Fresh seafood in Mangalore</li></ul>
337939,100,Please Note,Flights for this itinerary are from Manchester Airport.
337939,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337939,100,Cru_New,-
337941,1,Ship Name,Marella Discovery
337941,2,Cruise Name,Adventure to India 1
337941,4,Adults Only,Please see A-Z Guide.
337941,7,Key Features - Itinerary,<ul><li>The Burj Khalifa</li><li>Mumbai&#8217;s busy bazaars</li><li>Fresh seafood in Mangalore</li></ul>
337941,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport.
337941,100,Brochure production comment,Please add overnight stay plug for W18 brochures
337941,100,Cru_New,-
308157,1,Ship Name,Marella Discovery
308157,2,Cruise Name,Tropical Delights
308161,1,Ship Name,Marella Discovery
308161,2,Cruise Name,Tropical Delights
308165,1,Ship Name,Marella Discovery
308165,2,Cruise Name,Paradise Islands
308165,7,Key Features - Itinerary,<ul><li>Panoramic St Kitts</li><li>Blonde beaches in Barbados</li><li>Snorkelling in Antigua</li></ul>
308165,100,Please Note,*Tender to shore
308169,1,Ship Name,Marella Discovery
308169,2,Cruise Name,Paradise Islands
308169,7,Key Features - Itinerary,<ul><li>Dolphins in the British Virgin Islands</li><li>Butterfly Farms in St Maarten</li><li>Watersports in Antigua</li></ul>
308169,100,Please Note,*Tender to shore
333919,1,Ship Name,Marella Discovery
333919,2,Cruise Name,Heroes of the Mediterranean
333919,4,Adults Only,Please see A-Z Guide.
333919,7,Key Features - Itinerary,<ul><li>Pastel-painted Portofino</li><li>The Trevi Fountain in Rome</li><li>Palma&#8217;s hilltop castle</li></ul>
333919,100,Cru_New,-
333947,1,Ship Name,Marella Discovery
333947,2,Cruise Name,Mesmerising Mediterranean 1
333947,4,Adults Only,Please see A-Z Guide.
333947,7,Key Features - Itinerary,<ul><li>Mount Vesuvius</li><li>Knossos Palace in Crete</li><li>Petra&#8217;s ancient tombs</li></ul>
333947,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. The ship does not stop as it sails through the Suez Canal.
333947,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333947,100,Cru_New,-
333949,1,Ship Name,Marella Discovery
333949,2,Cruise Name,Mesmerising Mediterranean 2
333949,4,Adults Only,Please see A-Z Guide.
333949,7,Key Features - Itinerary,<ul><li>Mount Vesuvius</li><li>Knossos Palace in Crete</li><li>Petra&#8217;s ancient tombs</li></ul>
333949,100,Please Note,Flights for this itinerary are from Manchester Airport. The ship does not stop as it sails through the Suez Canal.
333949,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333949,100,Cru_New,-
333951,1,Ship Name,Marella Discovery
333951,2,Cruise Name,Red Sea Voyage 1
333951,4,Adults Only,Please see A-Z Guide.
333951,7,Key Features - Itinerary,<ul><li>The Suez Canal</li><li>Heraklion&#8217;s Venetian fortress</li><li>UNESCO-ticked Petra</li></ul>
333951,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333951,100,Cru_New,-
333951,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. The ship does not stop as it sails through the Suez Canal.
333953,1,Ship Name,Marella Discovery
333953,2,Cruise Name,Red Sea Odyssey 1
333953,4,Adults Only,Please see A-Z Guide.
333953,7,Key Features - Itinerary,<ul><li>Chalk-white coves in Kefalonia</li><li>Dolphin-spotting in Oman</li><li>Jerusalem&#8217;s Wailing Wall</li></ul>
333953,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. The ship does not stop as it sails through the Suez Canal.
333953,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333953,100,Cru_New,-
333955,1,Ship Name,Marella Discovery
333955,2,Cruise Name,Red Sea Voyage 2
333955,4,Adults Only,Please see A-Z Guide.
333955,7,Key Features - Itinerary,<ul><li>The Suez Canal</li><li>Heraklion&#8217;s Venetian fortress</li><li>UNESCO-ticked Petra</li></ul>
333955,100,Please Note,Flights for this itinerary are from Manchester Airport. The ship does not stop as it sails through the Suez Canal.
333955,100,Cru_New,-
333955,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333957,1,Ship Name,Marella Discovery
333957,2,Cruise Name,Golden Cities and Sands 2
333957,4,Adults Only,Please see A-Z Guide.
333957,7,Key Features - Itinerary,<ul><li>Dubai&#8217;s dancing fountains</li><li>Desert-like beaches in Sir Bani Yas</li><li>Khasab&#8217;s dramatic fjords</li></ul>
333957,100,Please Note,Flights for this itinerary are from Manchester Airport.
333957,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333957,100,Cru_New,-
333959,1,Ship Name,Marella Discovery
333959,2,Cruise Name,Golden Cities and Sands 1
333959,4,Adults Only,Please see A-Z Guide.
333959,7,Key Features - Itinerary,<ul><li>Dubai&#8217;s dancing fountains</li><li>Desert-like beaches in Sir Bani Yas</li><li>Khasab&#8217;s dramatic fjords</li></ul>
333959,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport. Your outbound flight will depart the day before your sailing date.
333959,100,Brochure production comment,Please add overnight stay plugs for W18 brochures
333959,100,Cru_New,-
333961,1,Ship Name,Marella Discovery
333961,2,Cruise Name,Authentic Arabia 1
333961,4,Adults Only,Please see A-Z Guide.
333961,7,Key Features - Itinerary,<ul><li>Dune-bashing in Muscat</li><li>Sheikh Zayed Mosque</li><li>Safaris in Sir Bani Yas</li></ul>
333961,100,Please Note,Flights for this itinerary are from Gatwick or Birmingham Airport.
333961,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333961,100,Cru_New,-
333963,1,Ship Name,Marella Discovery
333963,2,Cruise Name,Journey to Arabia 2
333963,4,Adults Only,Please see A-Z Guide.
333963,7,Key Features - Itinerary,<ul><li>The Hanging Gardens of Mumbai</li><li>Dubai Mall</li><li>Ferrari World in Abu Dhabi</li></ul>
333963,100,Please Note,Flights for this itinerary are from Manchester Airport. Your outbound flight will depart the day before your sailing date.
333963,100,Brochure production comment,Please add overnight stay plug for W18 brochures
333963,100,Cru_New,-
389223,1,Ship Name,Marella Discovery
389223,2,Cruise Name,Tropical Delights
389225,1,Ship Name,Marella Discovery
389225,2,Cruise Name,Tropical Delights
389227,1,Ship Name,Marella Discovery
389227,2,Cruise Name,Paradise Islands
389227,7,Key Features - Itinerary,<ul><li>Dolphins in the British Virgin Islands</li><li>Butterfly Farms in St Maarten</li><li>Watersports in Antigua</li></ul>
389227,100,Please Note,*Tender to shore
389229,1,Ship Name,Marella Discovery
389229,2,Cruise Name,Paradise Islands
389229,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>Martiniques french flavours</li></ul>
389229,100,Please Note,*Tender to shore
389231,1,Ship Name,Marella Discovery
389231,2,Cruise Name,Paradise Islands
389231,3,Itinerary variation,Click the CHECK PRICES button for this date to see the full itinerary details.
389231,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
389233,1,Ship Name,Marella Discovery
389233,2,Cruise Name,Paradise Islands
389233,7,Key Features - Itinerary,<ul><li>Panoramic St Kitts</li><li>Blonde beaches in Barbados</li><li>Snorkelling in Antigua</li></ul>
389233,100,Please Note,*Tender to shore
339909,1,Ship Name,Marella Discovery
339909,2,Cruise Name,Authentic Arabia 2
339909,4,Adults Only,Please see A-Z Guide.
339909,7,Key Features - Itinerary,<ul><li>Dune-bashing in Muscat</li><li>Sheikh Zayed Mosque</li><li>Safaris in Sir Bani Yas</li></ul>
339909,100,Brochure production comment,Please add overnight stay plug for W18 brochures
339909,100,Please Note,Flights for this itinerary are from Manchester Airport.
339909,100,Cru_New,-
388093,1,Ship Name,Marella Discovery
388093,2,Cruise Name,Tropical Delights
388093,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
388093,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
388093,100,Combine with,Paradise Islands
388093,100,Add stay,7-night stay in Barbados
388093,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388095,1,Ship Name,Marella Discovery
388095,2,Cruise Name,Tropical Delights
388095,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
388095,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
388095,100,Combine with,Paradise Islands
388095,100,Add stay,7-night stay in Barbados
388095,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388097,1,Ship Name,Marella Discovery
388097,2,Cruise Name,Tropical Delights
388097,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
388097,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
388097,100,Combine with,Paradise Islands
388097,100,Add stay,7-night stay in Barbados
388097,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388099,1,Ship Name,Marella Discovery
388099,2,Cruise Name,Tropical Delights
388099,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire </li><li>Arubas tropical beaches </li><li>Yacht sailing in Willemstad</li></ul>
388099,100,Sailing Dates,<strong>Sailings in 2017: </strong>26 Nov 24 Dec<br /><strong>Sailings in 2018: </strong>21 Jan 18 Feb 18 Mar 15 Apr
388099,100,Combine with,Paradise Islands
388099,100,Add stay,7-night stay in Barbados
388099,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388101,1,Ship Name,Marella Discovery
388101,2,Cruise Name,Paradise Islands
388101,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
388101,100,Combine with,Tropical Delights or Seven Isles
388101,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
388101,100,Add stay,7-night stay in Barbados
388101,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388103,1,Ship Name,Marella Discovery
388103,2,Cruise Name,Paradise Islands
388103,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
388103,100,Combine with,Tropical Delights or Seven Isles
388103,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
388103,100,Add stay,7-night stay in Barbados
388103,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388105,1,Ship Name,Marella Discovery
388105,2,Cruise Name,Paradise Islands
388105,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
388105,100,Combine with,Tropical Delights or Seven Isles
388105,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
388105,100,Add stay,7-night stay in Barbados
388105,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388107,1,Ship Name,Marella Discovery
388107,2,Cruise Name,Paradise Islands
388107,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
388107,100,Combine with,Tropical Delights or Seven Isles
388107,100,Sailing Dates,<strong>Sailings in 2017: </strong>19 Nov 3 Dec 17 Dec 31 Dec<br /><strong>Sailings in 2018: </strong>14 Jan 28 Jan 11 Feb 25 Feb 11 Mar 25 Mar 8 Apr
388107,100,Add stay,7-night stay in Barbados
388107,100,Please Note,*Tender to shore.<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
388109,1,Ship Name,Marella Discovery
388109,2,Cruise Name,Seven Isles
388109,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
388109,100,Combine with,Paradise Islands
388109,100,Add stay,7-night stay in Barbados
388109,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
388111,1,Ship Name,Marella Discovery
388111,2,Cruise Name,Seven Isles
388111,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
388111,100,Combine with,Paradise Islands
388111,100,Add stay,7-night stay in Barbados
388111,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
388113,1,Ship Name,Marella Discovery
388113,2,Cruise Name,Seven Isles
388113,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
388113,100,Combine with,Paradise Islands
388113,100,Add stay,7-night stay in Barbados
388113,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
388115,1,Ship Name,Marella Discovery
388115,2,Cruise Name,Seven Isles
388115,7,Key Features - Itinerary,<ul><li>Hiking trails in Grenada</li><li>Zip-lining in St Lucia</li><li>Waterfalls in Dominica</li></ul>
388115,100,Combine with,Paradise Islands
388115,100,Add stay,7-night stay in Barbados
388115,100,Please Note,Just so you know this itineraray may vary by sailing date. Please speak to your Travel Advisor for more details.
364507,1,Ship Name,Marella Discovery
364507,2,Cruise Name,Paradise Islands
364507,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>Martiniques french flavours</li></ul>
364507,100,Please Note,*Tender to shore
337189,1,Ship Name,Marella Discovery
337189,2,Cruise Name,Secrets of Asia 1
337189,4,Adults Only,Please see A-Z Guide.
337189,7,Key Features - Itinerary,<ul><li>Temple-hopping in Bangkok</li><li>The Cu Chi tunnels</li><li>Sihanoukville&#8217;s beach bars</li></ul>
